명칭,전화번호,주소,개요,규모,수용 가능 인원,객실 수,객실 유형,주차 가능,조리 가능,체크인,체크아웃,예약 안내,예약안내 홈페이지,픽업서비스,식음료장,공용 샤워실,상세정보,환불규정
꾸메푸메펜션,055-642-7614/010-6429-7612,경상남도 통영시 산양읍 논아랫개길 134-44,천혜의 자연테마와 최고의 시설을 갖춘 통영최고의 펜션 꾸메푸메펜션을 찾아보자. 아름답고 수려한 한려해상국립공원에 위치해 있는 이곳은 사랑하는 연인과 가족과 함께 멋진 추억 여행을 위해 떠나고 싶은 이들을 위해 항상 정성과 정열을 가지고 최선을 다하고 있다. 바다가 있어 더욱 아름다운 펜션 꾸메푸메는 최고급 통나무로 만들어진 아늑한 실내와 야외에서 즐길 수 있는 데크 시설과 바베큐장/ 스쿠버/ 낚시등 해양레저를 즐길 수 있는 시스템이 기다리고 있다. 아름다운 여름 추억을 만들고 싶다면 꾸메푸메펜션을 적극 추천한다.<br>(정보제공자: 통영시청),nan,nan,8실,별관,60대,nan,nan,nan,055-642-7614/010-6429-7612,nan,N,nan,없음,"객실명:산댈래
객실크기:50평
객실수:0
기준인원:20최대인원:30
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:450000(성수기: 0)
비수기주말최소:550000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
객실명:돌단풍/ 물양지/ 참나리
객실크기:20평
객실수:0
기준인원:8최대인원:10
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:200000(성수기: 0)
비수기주말최소:250000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
객실명:섬초롱/ 하늘나리
객실크기:25평
객실수:0
기준인원:8최대인원:15
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:250000(성수기: 0)
비수기주말최소:350000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
객실명:원추리
객실크기:40평
객실수:0
기준인원:12최대인원:25
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2021년 11월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:300000(성수기: 0)
비수기주말최소:300000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
객실명:겹안개
객실크기:30평
객실수:0
기준인원:12최대인원:20
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:300000(성수기: 0)
비수기주말최소:400000(성수기: 0)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
",nan
느티나무 펜션,010-5377-5721,경상남도 통영시 욕지면 욕지일주로 1148-78,아름다운 섬/ 욕지도 유동마을에 위치한 느티나무이다. 느티나무는 바로 앞 아래가 바다이며 저 멀리 수평선이 보이며 뒤로는 욕지도의 명산/ 천황산이 위치하고 있다. 바로 앞 몽돌개해수욕장 바다에서 낚시/ 고동잡이도 할 수 있으며 산책로를 따라 천황산을 오를 수도 있다.<br>느티나무는 싱크대/ 냉장고/ 가스렌지등 완벽한 취사시설이 있으며 주인분께서 직접 손수 설계하고 지은 집이라 더 많은 애정을 가지고 운영하고 있다.<br>낮에는 섬 여기저기를 다녀볼 수 있으며 또한 바다로 나가 낚시를 할 수 있으며/ 밤에는 조용한 바다를 보면서 낮에 잡은 물고기나 해산물등으로 바베큐 파티도 즐겨보길 바란다. 위치가 서남향이기때문에 해가 지는 노을은 정말 통영 제일이다.<br>(정보제공자: 통영시청),nan,nan,5객실,7평형/ 10평형,있음,주방기구등은 대여도 해드립니다.,nan,nan,nan,nan,N,nan,없음,"객실명:무늬오징어방
객실크기:0평
객실수:0
기준인원:4최대인원:7
※ 위 정보는 2024년 05월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:130000(성수기: 220000)
비수기주말최소:150000(성수기: 220000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
객실명:볼락방/참돔방
객실크기:0평
객실수:0
기준인원:2최대인원:2
※ 위 정보는 2024년 05월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:100000(성수기: 170000)
비수기주말최소:120000(성수기: 170000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
객실명:농어방/감성돔방
객실크기:0평
객실수:0
기준인원:2최대인원:2
※ 위 정보는 2024년 05월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:70000(성수기: 150000)
비수기주말최소:100000(성수기: 150000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
",nan
세느 게스트하우스,010-6535-3321,대구광역시 중구 국채보상로 733-5(동인동4가),#본 업소는 외국인관광 도시민박업으로 외국인만 이용이 가능하며 내국인은 이용할 수 없습니다.<br><br>세느 게스트하우스는 대구 중구에 위치한 프랑스풍의 예쁜 집으로 동성로 및 김광석거리로부터 도보로 약 15분 거리에 있으며 게스트하우스 바로 앞에 버스 정류장이 있어 교통이 편리하다. 방은 2인실/ 4인실/ 6인실 총 3개이며 욕실 및 화장실은 2개가 있다. 주변에 대구의 자랑 중 하나인 찜갈비 골목이 있으며 그 외에도 다양한 맛집들이 있다.,nan,12명,3,nan,주차 가능(2대),nan,15:00,11:00,전화 / 홈페이지,nan,불가,nan,없음,nan,nan
애가Ⅱ,010-4487-0088,대구광역시 중구 서성로16길 46-4(북내동),인근의 인기 명소로 대구 근대역사관/ 경상감영 공원/ 약령시 한의학박물관 등이 있다. 1km 내 거리의 계산 주교좌 성당/ 도보로 15분 거리의 계명대학교 동산의료원/ 1.4km 거리의 국채보상운동기념공원 등 여러 유명한 명소에서 가깝다. 정원/ 금연실/ 무료 Wi-Fi를 갖추고 있다. 정원 전망을 자랑하며 각 객실에는 휴식 공간이 있다. ,nan,10명,3,nan,nan,nan,15:00,11:00,부킹닷컴/ 아고다/ 전화,nan,불가능,nan,없음,nan,nan
영흥도관광펜션,032-883-9800/ 010-9101-2129,인천광역시 옹진군 영흥면 영흥로156번길 33-17,전 객실 창밖으로 보이는 멋진 해송나무숲과 옥상에서 바라보는 푸른 오션뷰는 일상에 지친 마음에 달콤한 힐링을 선사한다.,nan,64명,16,nan,주차 가능(50대),nan,15:00,11:00,홈페이지/ 야놀자펜션/ 떠나요닷컴,nan,불가,nan,없음,nan,nan
프리차(Preecha),010-4575-9189,부산광역시 동구 망양로 474-4(초량동),#본 업소는 외국인관광 도시민박업으로 외국인만 이용이 가능하며 내국인은 이용할 수 없습니다.<br><br>숙소 앞에 버스정류장이 있다. 부산의 유명 관광지로의 이동이 편리한 부산역과 도보 15분 거리이다.,nan,10명,4,nan,주차 가능(인근 공용주차장),nan,15:00,10:00,에어비앤비,nan,불가능,nan,없음,nan,nan
도드람펜션,010-6226-0813,경상남도 통영시 도동길 122,"도드람 펜션은 욕지도의 하늘과 바다에 반해 욕지도 바닷가로 내려와 펜션을 지은 한 부부가 운영하는 펜션이다.
푸른 바다의 파도 소리를 더 가까이에서 느낄 수 있는 도동마을 바닷가의 도동항과 도동해변과 걸어서 1분 만에 갈 수 있는 위치에 펜션을 자리하고 있다. 욕지도 도드람 펜션의 전 객실 바다 전망으로 탁 트인 푸른 바다가 한눈에 바라다보인다. 도드람 펜션은 욕지도의 푸른 하늘과 넓고 깨끗한 바다를 볼 수 있는 숙소다.",2층,nan,11실,12평형(침대/온돌)/ 17평형/ 20평형,가능,가능,14:00,익일 11:00,010-6226-0813,"<a href=""http://yokjidododram.modoo.at/"" target=""_blank"" title=""새창: 도드람펜션 홈페이지로 이동"">http://yokjidododram.modoo.at/ </a>",nan,nan,없음,"객실명:12평형(침대)
객실크기:12평
객실수:0
기준인원:2최대인원:2
※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:70000(성수기: 150000)
비수기주말최소:100000(성수기: 150000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:12평형(온돌)
객실크기:12평
객실수:0
기준인원:2최대인원:3
※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:70000(성수기: 150000)
비수기주말최소:100000(성수기: 150000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:17평형(온돌)
객실크기:17평
객실수:0
기준인원:4최대인원:5
※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:100000(성수기: 200000)
비수기주말최소:130000(성수기: 200000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:Y
드라이기:Y
객실명:20평형(복층형 온돌)
객실크기:20평
객실수:0
기준인원:6최대인원:7
※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:130000(성수기: 250000)
비수기주말최소:150000(성수기: 250000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:냉장고:Y
세면도구:소파:취사용품:Y
테이블:Y
드라이기:Y
",nan
Tina`s Homestay,010-5165-2175,서울특별시 송파구 삼학사로19길 17(삼전동) 5층,#본 업소는 외국인관광 도시민박업으로 외국인만 이용이 가능하며 내국인은 이용할 수 없습니다.<br><br>송파구에 위차한 숙박업소이다.,39평 5층,4명,4,nan,가능(1대),nan,14:00,11:00,전화,"<a href=""https://www.yanolja.com/guest-house/3017779""target=""_blank"">https://www.yanolja.com/guest-house/3017779<a/>",불가능,없음,없음,nan,nan
림펜션,055-645-7690,경상남도 통영시 산양읍 이운길 64-34,"경남 통영시에 위치한 림펜션은 아름다운 통영의 바다를 한눈에 내려다 볼 수 있다. 산과 바다가 어우러진 시골 풍경을 느낄 수 있는 림펜션은 최고의 시설과 편안함을 자랑한다. 잠수함 타는 곳이 가까이 있어 연인들과 아이들과도 좋은 체험을 할 수 있다. 7개의 객실로 다양한 사이즈의 룸이 준비되어 있으며 누구나 알맞은 맞춤형의 룸을 선택할 수 있다. 1층에는 바비큐장도 준비되어 있어 새로운 이들과의 만남의 장소로도 안성맞춤이다. 건물이 3층 건물로 되어 있어 3층의 룸을 찾는 이들은 3층 발코니에서 바라본 풍경이 너무도 아름다울 것이다. 타 펜션과는 다르게 통영 림펜션 복층은 천장이 높아 이용하기 편리하다.
(정보제공자: 통영시청)",nan,nan,7실,스파빌/ 풀빌라,20대 무료주차,nan,15:30,익일 11:00,nan,nan,Y통영시,nan,없음,"객실명:spavill 204/ 302
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:200000(성수기: 310000)
비수기주말최소:280000(성수기: 310000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
객실명:pollvilla 205
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:260000(성수기: 360000)
비수기주말최소:330000(성수기: 360000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
객실명:pollvilla 201
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:250000(성수기: 350000)
비수기주말최소:320000(성수기: 350000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
객실명:pollvilla 202
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:240000(성수기: 340000)
비수기주말최소:310000(성수기: 340000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
객실명:spavill 301
객실크기:0평
객실수:0
기준인원:4최대인원:6
※ 객실 가격은 전화문의 요망<br>※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:310000(성수기: 420000)
비수기주말최소:390000(성수기: 420000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:Y
테이블:드라이기:Y
",nan
레드,010-3748-3902,서울특별시 중구 소공로6길 32(남산동2가) 2층,#본 업소는 외국인관광 도시민박업으로 외국인만 이용이 가능하며 내국인은 이용할 수 없습니다.<br><br>서울 중구 지구에 위치해 있다. 에어컨이 객실에 갖춰져 있고 무료 전용 주차장이 있다.,nan,25명,11,nan,주차 가능(2대),nan,14:00,11:00,부킹닷컴/ 아고다/ 익스피디아,nan,가능(유료),nan,없음,nan,nan
풍정(풍정게스트하우스),010-2108-1254,경상북도 경주시 원효로272번길 5(구황동) 9호,풍정은 60년대에 지어진 한옥을 개조하여 만들어졌다. 소박하고 소담스러우며 정겨운 느낌을 간직할 수 있는 숙박업소이다.,본관 60평 1층 / 별관 100평 1층,40명,도미토리 12배드/ 개인실 5개,nan,주차 가능(1대/도보 5분거리 분황사 주차장을 이용),nan,14:00,11:00,전화/ 홈페이지,nan,불가능,nan,없음,nan,nan
물빛소리펜션,010-9395-6453,경상남도 통영시 도산면 도산일주로 1294-30,"물빛소리펜션은바다가 에워싼 25평형 단독형으로 마을과 거리를 두고 있어 가족 쉼터로 최적이다. 현재 조성중인 약 이만평의 아름다운 물빛소리정원과 연결되어 또다른 볼거리와 산책을 통해 힐링 공간을 제공하고 있다. 바다를 찍어 붉은 대지를 꽃으로 피워낸 언덕에 붓으로 서 있는 듯 아름다운 숙소다. 
자연의 한복판에서 후줄근한 도시의 일상을 내려놓는 감동을 만끽할 수 있다. 도산일주로를 트래킹하고 이만 평 넓은 부지에 조성된 휴양림 사이로 난 길을 걸으며 바다의 장관 또한 목격할 수 있다.",nan,nan,1실,독채,가능,nan,15:00,11:00,010-9395-6453,"<a href=""http://mbsori.modoo.at""target=""_blank"" title=""물빛소리펜션 홈페이지로 이동"">http://mbsori.modoo.at</a>",nan,nan,없음,"객실명:독채
객실크기:0평
객실수:0
기준인원:5최대인원:10
※ 위 정보는 2024년 05월에 작성된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망

비수기주중최소:260000(성수기: 350000)
비수기주말최소:300000(성수기: 350000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:Y
취사용품:Y
테이블:Y
드라이기:Y
",nan
수성그린비,055-673-0666,경상남도 고성군 삼산면 자란만로 2128,"수성그린비는 경남 고성의 맑은 공기와 깨끗한 바다/ 갯벌을 접하고 있는 천혜의 자연 테마로 이루어진 경남 최상의 관광농원이다. 수성그린비는 휴식을 위한 설비들을 갖췄을 뿐만 아니라/ 독채형 펜션 시설이 마련되어 있으며/ 방문객들의 편의를 위해 야외에 별도의 취사장/ 샤워시설도 비치되어 있다. 알프스사과와/ 토마토/ 딸기를 채취할 수 있는 체험장이 마련되어있고/ 농원 앞 갯벌에서는 조개 채취도 체험해볼 수 있다.
아이들을 위한 스카이퐁퐁/ 미끄럼틀/ 분수형 야외풀장과 사륜바이크/ 제트스키/ 바나나보트/ 보트투어까지 가능한 그야말로 다양한 체험활동과 해양 레포츠를 동시에 즐길 수 있는 국내 유일의 버라이어티 관광농원이다.
(정보제공자: 고성군청)",nan,nan,10실,바다객실/ 산객실/ 바다풀장,있음(공영주차장 40대),nan,14:00,11:00,055-673-0666,"<a href=""http://ssgreenbi.com/""target=""_blank"" title=""수성그린비 홈페이지로 이동"">http://ssgreenbi.com/</a>",nan,nan,없음,"객실명:바다객실
객실크기:0평
객실수:0
기준인원:4최대인원:6
※ 위 정보는 2022년 09월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
※ 101/ 102/ 110호만 애완동물 입실가능
비수기주중최소:120000(성수기: 250000)
비수기주말최소:180000(성수기: 250000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:Y
객실명:산객실
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 위 정보는 2022년 09월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:100000(성수기: 160000)
비수기주말최소:130000(성수기: 160000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:Y
객실명:바다풀장 201호
객실크기:0평
객실수:0
기준인원:15최대인원:15
※ 위 정보는 2022년 09월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망

비수기주중최소:250000(성수기: 450000)
비수기주말최소:350000(성수기: 450000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:Y
객실명:단체룸
객실크기:0평
객실수:0
기준인원:8최대인원:12
※ 위 정보는 2022년 09월에 수정된 정보로(정상요금)/ 해당 숙박시설 이용요금이 수시로 변동됨에 따라 이용요금 및 기타 자세한 사항은 홈페이지 참조 요망
비수기주중최소:180000(성수기: 400000)
비수기주말최소:250000(성수기: 400000)
목욕시설:Y
욕조:홈시어터:에어컨:Y
TV:Y
PC:케이블설치:Y
인터넷:Y
냉장고:Y
세면도구:소파:취사용품:테이블:드라이기:Y
",nan
pine view,010-9688-8827,경기도 수원시 영통구 동수원로 432(매탄동/동남아파트) 3동 813호,#본 업소는 외국인관광 도시민박업으로 외국인만 이용이 가능하며 내국인은 이용할 수 없습니다.<br><br>수원에 위치한 외국인 도시 민박. 친구네 집에 놀러 온 것처럼 편안하게 쉬다 갈 수 있다. 아파트 단지 밀집 지역에 위치하고 있어 쾌적하고 조용하며/ 근처에 자연을 만끽하며 산책하기 좋은  매탄 공원이 있다.,20평/ 1층,2명,1,nan,가능,nan,16:00,11:00,010-9688-8827,0,불가능,없음,없음,nan,nan
헬레나 홈스테이,010-6275-7730/ 010-6273-8625,서울특별시 강남구 도곡로93길 12(대치동/래미안 대치 하이스턴)206동 102호,"#본 업소는 외국인관광 도시민박업으로 외국인만 이용이 가능하며 내국인은 이용할 수 없습니다.<br><br>


지하철2호선 삼성역 3번출구 7분거리에 위치한 게스트하우스이다.",총43평중 15평 1층내,3명,3,nan,가능,nan,신청자 필요 시간 적용(자율),신청자 필요 시간 적용 (자율),010-6273-8625,nan,가능,없음,있음,nan,nan
스타마린관광펜션,010-2573-0600,경상남도 거제시 일운면 거제대로 1748,스타마린은  애메랄드 빛깔 바다가 맞닿아 있는 한려해상 국립공원 지역인 거제도 망치 바닷가에 있는 프라이빗 모던 풀빌라 리조트 펜션이다. 심플하고 모던한 건물 외관은 고급스러운 콘셉트의 내부 실내장식과 어우러져 일상을 벗어난 설렘과 특별한 경험을 드리고자 준비한 공간이다. 또한 온수 수영장과 호텔식 최고급 침구세트/ 휴식을 위한 라운지 체어/ 카페/ 옥상 라운지/ 일광욕 장소/ 글램핑을 위한 TP 텐트와 모닥불장 등 다양한 휴식과 힐링을 위한 아이템이 준비되어 있다.,70평 2층,25명,5,nan,가능(6대),nan,15:00,익일 11:00,전화,nan,불가능,있음,없음,"객실명:101호/102호/103호/104호
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 객실 가격 전화문의 요망
목욕시설:욕조:홈시어터:에어컨:TV:PC:케이블설치:인터넷:냉장고:세면도구:소파:취사용품:테이블:드라이기:객실명:202호
객실크기:0평
객실수:0
기준인원:2최대인원:4
※ 객실 가격 전화문의 요망
목욕시설:욕조:홈시어터:에어컨:TV:PC:케이블설치:인터넷:냉장고:세면도구:소파:취사용품:테이블:드라이기:",nan
